# Link to photo: http://imgsrc.hubblesite.org/hu/db/images/hs-2004-20-a-large_web.jpg
# Threshold for star brightness (r + g + b): 600
# Algorithm: count_and_location (as follows)
# 
# locations_and_brightness = {}
# xsize, ysize = bwpic.size
# temp = bwpic.load()
# count_result = 0
# for x in range(xsize):
# for y in range(ysize):
# 	if temp[x, y] == BLACK:
# 		count_result += 1
# 		filled = fill_list(temp, xsize, ysize, x, y)
# 		#brightest_of_star returns the brightest pixel of the
# 		#list of coordinates passed to it
# 		brightest_xy, max_brightness = brightest_of_star(picture, filled)
# 		locations_and_brightness[brightest_xy] = max_brightness
# 	return count_result, locations_and_brightness
# 
# Time to process image: 0.134999990463
# Number of stars counted: 121
# The following columns list the x and y coordinates of the brightest pixel of the star
# followed by the brightness of the star (r + g + b) in the format as follows:
# x y brightness
013 541 721
012 228 742
022 351 676
033 199 623
043 004 758
056 228 729
067 150 720
078 141 729
087 342 756
084 440 734
088 292 731
087 336 600
091 000 688
097 502 606
118 458 744
121 360 673
124 291 610
142 002 641
153 180 700
156 504 619
165 480 611
169 268 711
182 172 716
188 346 627
207 439 677
218 189 736
231 292 719
235 333 601
242 324 637
243 447 628
248 317 656
262 410 726
268 160 613
289 295 658
290 288 635
290 374 698
291 162 613
315 320 743
303 062 694
315 208 719
315 329 601
317 565 726
318 050 675
325 426 733
329 032 733
333 308 746
331 492 703
337 295 722
339 537 721
340 111 602
340 427 638
343 301 722
342 483 608
356 504 738
358 215 706
370 380 718
375 004 652
384 072 712
382 152 673
382 183 624
382 325 605
416 194 702
426 317 715
425 360 603
428 502 667
435 399 616
437 296 641
437 467 602
441 458 609
451 123 609
453 228 720
472 408 730
465 044 671
478 267 725
483 262 741
496 342 661
504 351 633
509 069 735
528 053 707
526 230 658
541 163 730
531 355 718
537 128 656
548 249 667
551 220 634
555 126 633
555 209 690
559 011 710
563 182 726
568 330 688
571 107 719
582 235 605
588 358 722
603 273 651
620 103 745
619 306 621
626 095 646
632 225 703
633 553 741
660 313 733
656 126 661
659 425 603
674 210 731
671 284 688
682 244 639
694 080 604
701 343 680
723 034 633
724 148 735
727 130 652
728 302 716
744 220 644
747 320 704
751 361 698
752 143 716
758 235 695
773 084 636
780 053 726
781 293 716
782 449 686
791 233 694
