25.6500000000 68.7175969400 42.1890000000 25.9431874000 83.1609191600
54.2323000000 37.2078000000 16.6650143000 96.4025000000 48.2403000000
38.8025761500 02.6533506900 97.9761696000 67.1747217700 71.4267170000
54.6880000000 57.3660000000 07.3714153390 77.8017088000 51.5330000000
71.7645322400 17.2684320000 16.5019000000 41.8252554800 82.7981500000
93.4680200000 24.2308410000 08.8137000000 94.2869913800 84.6324330000
19.2463775900 24.0123631000 36.0885300000 83.3341040000 58.8408797800
58.9866235000 22.8050000000 52.8186000000 94.6278750000 88.4779000000
30.6580000000 46.2270173500 29.8746249000 13.4805350000 19.7010000000
15.3871835300 79.9479049000 54.3817999000 71.2815825000 65.9847020000
18.4930000000 33.8420812100 26.3176800000 58.9595900000 09.6269300000
90.7410000000 87.2783300000 29.8388064000 54.2262954000 22.7888000000
90.6700000000 77.9731073500 94.0285020000 51.4795818100 43.5049000000
62.5205528000 54.2938520000 78.4370000000 18.4092600000 99.8734000000
86.8866980000 63.4839148000 53.2645581000 36.6962032000 43.5860000000
03.0958510000 56.8700000000 46.8683116000 22.0890771100 16.9095486000
42.0553760000 61.3040811000 26.0150669000 17.0554819900 58.5866194400
64.1294760000 66.0293700000 04.9941126000 95.9920000000 64.0608805900
86.7147610000 20.4635500000 26.7920000000 07.1455000000 36.8020000000
15.8740000000 82.6635168000 03.2384000000 19.1260810000 70.7060000000
38.8022100000 97.3010000000 34.0303000000 03.3413704450 76.0673700000
23.7970144000 99.7718790000 08.9345752400 76.3946340700 95.7530000000
96.0280500000 70.6450010000 78.3050000000 12.4454100000 66.4223900000
29.5511837000 90.9479730000 76.5539800000 25.7907265000 04.4631607000
52.2732000000 01.0956304000 19.7527790000 59.9146200000 74.8448100000
22.5209900000 43.0409950000 02.7646520000 95.2404410000 82.5689100000
59.8824300000 75.3527234000 96.7106962400 94.5526700000 19.6159100000
39.1646000000 39.8538000000 81.5860000000 14.2096000000 35.0576000000
68.9256000000 09.6448279100 73.3522000000 28.1080000000 66.6532550000
01.5442000000 53.4202485400 64.2620000000 97.6267082900 89.2470000000
49.2640000000 03.5933259000 68.5696680000 60.4750000000 55.2219470000
14.1081540000 22.6310000000 18.0993943600 29.1644748000 92.5042526100
54.9885520000 74.5983830000 57.9149370000 99.4658000000 79.4350000000
57.5497000000 73.5132197500 52.2320000000 93.4217000000 86.3298900000
31.6653800000 27.5230000000 17.1848800000 06.3820310000 06.4586000000
62.7147537200 05.2285559000 38.0351000000 17.3976760000 36.2730960000
32.4675801900 50.4940000000 11.8637913200 33.5751670000 04.3802600000
94.4004300000 90.3720076200 03.6962609250 34.0628600000 88.7418300000
34.9190000000 37.0901380000 23.3650000000 07.4173710000 19.2103500000
43.1271100000 34.9786650000 19.6483230000 44.5096573600 91.9297400000
96.3496000000 62.5164464600 45.8588200000 35.3272370000 16.0910000000
27.9086500000 46.4756323000 13.5650000000 93.3915253000 77.1803960000
57.2780400000 86.5168000000 69.4346071000 30.1666000000 01.3199554640
67.2227100000 39.1738500000 18.8659863200 38.8876297000 28.2507267000
81.0283000000 95.1910000000 32.7722000000 91.4055118000 01.5396000000
29.9884400000 41.3130350000 59.0633267000 76.9112680000 35.9690840000
43.6980000000 35.6797700000 80.0313299500 07.6697156000 12.4307934400
52.2033000000 07.5612000000 15.9352350000 68.8832561800 19.9891000000
43.0620000000 85.7903431000 85.8721200000 31.1947181000 11.3150000000
27.9227000000 66.4835795000 75.4522000000 71.2219800000 88.8970500000
51.4526000000 32.3409665000 35.8325900000 28.0203380000 61.6690000000
76.5442032000 63.4890000000 78.8276658600 56.0712728800 62.7423009000
67.1985900000 19.0907554000 18.9809000000 22.0205730000 65.5629487000
37.3246669000 57.1592116000 05.7962900000 46.3130000000 59.0130000000
39.9539162000 20.4490000000 38.8916171000 67.1273000000 63.5253082000
