    0082.364,      0080.159309,067.8665,      0041.628767,000069.5727
    51.2772097,    0093.020845,     00000096.461,      00000014.655, 035.49865
      00051.8922,      12.19105,      28.929457,      030.4053552,    85.072368
    078.422295,     98.6024979,  0000058.954,  00000066.558,    69.87227633
     30.595091,   0015.76617,    0000099.769,  092.18416,084.671239
   00000022.389,  0030.4771479,0062.26676,     0000005.5937,  8.9536138
    00000011.374,     000021.724,30.247778,     15.01031607,    0068.9299961
  01.668413867,      0002.766,      010.4369939,    13.56545552, 33.18297722
   013.1027184,     52.4652354,      00051.20197,     0000043.3133, 69.31213144
 039.81610728,   00059.8679,  41.25133,   016.85683916,      00093.3254
      36.82968527, 0066.8401,   000085.5263, 87.792213,      000081.827
  00000054.713,     0.344641,000010.77042,0000020.6742,   0049.654
  071.7516498,     95.5457408,   12.09674,      00000037.621,82.3623961
      000060.992,     077.51284,00053.283,     0092.27498,   00046.658
62.720231,      83.942391,     40.5793074, 22.8613732,     000083.63278
      0084.4728189,     0000067.703,    002.36158763,44.29165326,   00047.53
0000075.2382,   039.44731,    000056.6651,   0058.01902,0045.423238
   046.732108,0000093.9939,   86.5223001,  0012.0824932,      00009.36579
 00074.51,  0045.2910034,  0054.7697762,     00000067.016,     00045.805
  15.99259673,07.09066,0000009.3235,     032.611315,    00092.78
066.1487,      075.248971,  00000013.787,      0020.9753189,      000095.467
  00037.05105,   058.36942312,0034.5145,0000027.481,   86.44259
0059.94713,   99.88357,   00000062.709, 73.4666035, 01.10584
      0000046.3453,   0000073.6224,     00029.5895,   000092.71226, 91.50150688
      0024.6293,  50.2102103,90.2797666,42.9368505,     000082.8308
 0000094.1343,  039.50864961, 0000025.9459,   00022.836,     24.55959567
    4.603832, 074.766453,    00000063.715, 000081.07696,    000000061.53
  8.885785764, 91.83850335,     00000076.227,      085.0446745,    76.78322706
    0.705129729,  0010.021,  64.22707,0087.1708, 00007.0092
  9.2113168, 74.12693119,      00000089.137,      0016.97633,      0060.461194
  0004.16056,  00000054.817,    0000053.162, 034.7997973,    00091.0273
77.54782376,   00028.0126, 27.94526005,     00012.8814, 075.6227
  91.3027303,     36.42655935,     081.5468828,00000085.826, 92.06237
   000042.9034, 000019.159,  22.471536,     0000043.264, 0063.117
  02.9386121,    011.74953976,   5.17126878, 0007.7249502,   8.968971
    00003.318099,    000039.188,   065.3762381,    084.3835218,   0000026.913
   045.765697,      017.18843,  000056.694,      24.5973881,     00000095.989
    000078.03372,  012.0234,    31.24796,   56.8572773,     0000023.118
    0000013.048,   41.52243408, 25.74826,      74.3075351,    0098.56876
   087.0709736,00025.3193,  53.26980604,     00019.219178, 025.898304
     048.96747911,     000014.0406,   00030.65996,      0052.3558,    000095.554
  31.82405204,     91.0701239,     0012.343976,    002.3761,71.05717458
  0041.86909,20.237769,   0000035.599,  00023.062661,   86.32332005
     3.829259405,    0060.7841,     0009.85863,     00003.022767, 00095.526
05.46573827,  54.96905,     0000097.129, 74.7319527, 0036.9331859
 0026.00976,     000094.4023,      30.93875563,      57.385912,    00000019.545
00085.35703,   00048.22474,   15.65960632,     00095.523,    0011.879
     84.72428661,      083.99151,26.71966248,    000073.28761,     80.01360838
0014.16511,   096.48013515,      000000069.03,     000088.2819,   73.1099212
 10.5593811,  0032.828259,     00023.588703,     000053.2919,   0029.4618
      00082.15821,    055.131549,  00026.51104,12.5500949,     47.385706
000066.161,   33.26490322, 0068.6529488, 85.59826481,    00080.269593
     28.901442,  00027.536638,     00034.309,     00099.519,     096.5283
  00076.18862,   00038.6497,    0044.5374484,      0055.8756,      000036.63012
      1.46225239, 000000079.9,  00069.58308,    38.97198133,    000060.6415
      00008.077,  027.1675722,     000094.337,      77.671705, 0087.61135
    0064.3712,      35.65733602,     71.5042255, 085.314556,   000081.987
  0094.32303, 088.672456,  0095.478,  00074.9581, 00004.677123
    0002.9801656,      61.578342,      063.7745,     00000046.38,   043.86022206
 36.87101194,  23.98283343,      000033.813,  0015.12241,00000067.762
   000059.5497,     018.7096607,     00051.97701,     000030.337,  29.9244787
  74.57573421,     81.91483524,    0071.976536,084.2295614,   000099.47656
000070.713,      085.5119177,      019.684523,   035.70606856,  0065.773
     00056.3394,   42.96663,    044.82018427,  000043.6437,    8.425872537
    35.54442,     00051.6574,  00093.8449, 0012.338361,  00000061.263
      000043.03705,     76.61863003,     93.785732, 0000083.2706,0032.290698
     00042.4693, 012.2691,    61.1317933,00087.964,    075.00310357
 000039.70915,      0089.5377502,     085.36020638,     22.24133,  00059.186
    0023.089,  00063.1884,88.425703,      0061.393011,  88.145368
000016.749,     00011.908099,      45.73667045, 062.33168429,     0088.78001
   0007.8259, 43.17831345,   00075.859555,065.4798, 86.645503
    66.591996, 00036.849,94.0926493,      00000027.312,     41.54122134
   00046.896422,024.800025,   33.44417,00035.6919,     06.63613182
      0000012.0243,  87.5806406,    0096.3743,     0033.211724, 00074.6691
68.6024738, 051.38054213, 00019.193,    0000055.0872,  0077.676564
 00013.59774,   12.83841,      051.27660894,  00070.62297,  41.36809725
     75.89328368,086.7546322,09.49954,      99.283497,  000084.91
  40.01628641,  07.342404, 000024.70781,     000045.5342, 55.7428472
  0000023.784,     00025.809944,12.379254,      48.94085369,     9.8270873
    00024.079,      00041.616643,026.98709,084.8127,  89.97093774
64.0413627,      0090.75974,   022.59643,      0019.584417, 29.1959006
  00000052.934,      00000070.104,24.55541856,     54.288984,    06.41858522
    30.394909,   038.461594,      026.0746175,    58.5618368,  00014.004
    80.82719657,  000071.30526,00060.539,     005.0556668,     00000019.282
    38.36449809,      000059.2065,    0000046.238,      0000055.076,  8.930152917
     0075.491855,    43.7557725,      00093.86,  38.396166, 000064.3632
  34.85543861,0060.421,   22.38927,27.598818,   77.18910198
      96.9463261,      070.3087,0051.41636,0008.68095,    066.32638
   0033.472,  00083.228995,  00048.9305,054.685736,  0079.3602
 0014.6331939, 74.685464, 32.132646,      000021.37048,   0044.2294355
  09.112320201,     0000.44134, 00008.256958,     0078.510298,    0000095.582
    020.485245,     010.0484276,    77.80040745,     0001.6873189, 041.02392806
9.768119555,   086.4970527,     062.81726,    3.60226242,  000079.18543
   0000089.612,    0005.5444, 9.152582,   00000090.254,  32.0105732
   60.50357,   082.8383, 0000070.0504,      068.402792,  91.78614217
  23.55723556,      0000043.891, 009.7542,   078.772705, 21.464704
     000036.0112,     093.87846, 93.63817638,    099.698554,    0057.215423
 057.57387,   40.78837, 0017.9376,   00029.95121,    0073.002
    63.44289916,96.434312, 00003.7756,     013.5439,     43.1535154
 054.811516,    0000081.57,   75.80046432,      0000029.851,      00000021.58
